index,Image reference,Coder name,Coding date,Road survey date,Road name,Section,Distance,Length,Latitude start,Longitude start,Landmark,Comments,Carriageway,Upgrade cost,Motorcycle observed flow,Bicycle observed flow,Pedestrian observed flow across the road,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Centreline rumble strips,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Lane width,Curvature,Quality of curve,Grade,Road condition,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Pedestrian fencing,Speed management / traffic calming,Vehicle parking,Sidewalk - driver-side,Sidewalk - passenger-side,Service road,Facilities for motorised two wheelers,Facilities for bicycles,Roadworks,Sight distance,Vehicle flow (AADT),Motorcycle %,Pedestrian peak hour flow across the road,Pedestrian peak hour flow along the road driver-side,Pedestrian peak hour flow along the road passenger-side,Bicycle peak hour flow,Operating Speed (85th percentile),Operating Speed (mean),Roads that cars can read,Vehicle Occupant Star Rating Policy Target,Motorcycle Star Rating Policy Target,Pedestrian Star Rating Policy Target,Bicycle Star Rating Policy Target,Annual Fatality Growth Multiplier,School zone warning,School zone crossing supervisor,Latitude end,Longitude end,route,control,control_name,km_start_fraction,km_end_fraction,image_id
157,"['40500_40600_37283_1.jpg', '40500_40600_37283_2.jpg', '40500_40600_37283_3.jpg', '40500_40600_37283_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,1.5,14.06590554,100.6173882,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,1,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,2,1,14.06635606,100.6174299,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,40500,40600,616
158,"['40600_40700_37284_1.jpg', '40600_40700_37284_2.jpg', '40600_40700_37284_3.jpg', '40600_40700_37284_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,1.6,14.06680858,100.6174076,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,1,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,2,1,14.06725825,100.6174592,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,40600,40700,620
159,"['40700_40800_37285_1.jpg', '40700_40800_37285_2.jpg', '40700_40800_37285_3.jpg', '40700_40800_37285_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,1.7,14.06771056,100.6174386,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,1,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,2,1,14.06816043,100.6174899,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,40700,40800,624
160,"['40800_40900_37286_1.jpg', '40800_40900_37286_2.jpg', '40800_40900_37286_3.jpg', '40800_40900_37286_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,1.8,14.06861281,100.6174707,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,15,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,2,1,14.06906249,100.6175237,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,40800,40900,628
161,"['40900_41000_37287_1.jpg', '40900_41000_37287_2.jpg', '40900_41000_37287_3.jpg', '40900_41000_37287_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,1.9,14.06951497,100.6175053,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,15,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.06996448,100.6175592,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,40900,41000,632
162,"['41000_41100_37288_1.jpg', '41000_41100_37288_2.jpg', '41000_41100_37288_3.jpg', '41000_41100_37288_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,2,14.07041686,100.6175399,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,15,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.07086656,100.6175926,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,41000,41100,636
163,"['41100_41200_37289_1.jpg', '41100_41200_37289_2.jpg', '41100_41200_37289_3.jpg', '41100_41200_37289_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,2.1,14.07131902,100.6175752,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.07176852,100.6176289,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,41100,41200,640
164,"['41200_41300_37290_1.jpg', '41200_41300_37290_2.jpg', '41200_41300_37290_3.jpg', '41200_41300_37290_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,2.2,14.07222086,100.6176089,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.07267063,100.6176615,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,41200,41300,644
165,"['41300_41400_37291_1.jpg', '41300_41400_37291_2.jpg', '41300_41400_37291_3.jpg', '41300_41400_37291_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,2.3,14.07312319,100.6176429,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.07357258,100.6176983,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,41300,41400,648
166,"['41400_41500_37292_1.jpg', '41400_41500_37292_2.jpg', '41400_41500_37292_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,2.4,14.07402506,100.6176816,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,12,1,2,2,1,1,4,1,4,3,1,1,3,1,1,1,1,2,1,1,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.07447464,100.6177315,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,41400,41500,652
167,"['41500_41600_37293_1.jpg', '41500_41600_37293_2.jpg', '41500_41600_37293_3.jpg', '41500_41600_37293_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,2.5,14.07492702,100.6177124,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,4,17,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.07537679,100.6177626,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,41500,41600,655
168,"['41600_41700_37294_1.jpg', '41600_41700_37294_2.jpg', '41600_41700_37294_3.jpg', '41600_41700_37294_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,2.6,14.07582921,100.6177445,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,1,8,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.07627878,100.6177985,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,41600,41700,659
169,"['41700_41800_37295_1.jpg', '41700_41800_37295_2.jpg', '41700_41800_37295_3.jpg', '41700_41800_37295_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,2.7,14.07672743,100.6177754,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,8,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.07718055,100.617832,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,41700,41800,663
170,"['41800_41900_37296_1.jpg', '41800_41900_37296_2.jpg', '41800_41900_37296_3.jpg', '41800_41900_37296_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,2.8,14.07763298,100.617814,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,8,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.07808255,100.6178674,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,41800,41900,667
171,"['41900_42000_37297_1.jpg', '41900_42000_37297_2.jpg', '41900_42000_37297_3.jpg', '41900_42000_37297_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,2.9,14.0785349,100.6178476,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,8,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.07898464,100.6179006,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,41900,42000,671
172,"['42000_42100_37298_1.jpg', '42000_42100_37298_2.jpg', '42000_42100_37298_3.jpg', '42000_42100_37298_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,3,14.07943683,100.6178817,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,8,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.07988666,100.6179349,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,42000,42100,675
173,"['42100_42200_37299_1.jpg', '42100_42200_37299_2.jpg', '42100_42200_37299_3.jpg', '42100_42200_37299_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,3.1,14.08033903,100.6179167,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,8,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.08078868,100.6179698,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,42100,42200,679
174,"['42200_42300_37300_1.jpg', '42200_42300_37300_2.jpg', '42200_42300_37300_3.jpg', '42200_42300_37300_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,3.2,14.08124096,100.6179493,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,15,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.08169084,100.6180009,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,42200,42300,683
175,"['42300_42400_37301_1.jpg', '42300_42400_37301_2.jpg', '42300_42400_37301_3.jpg', '42300_42400_37301_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,3.3,14.08214316,100.6179834,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,15,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.08259284,100.6180363,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,42300,42400,687
176,"['42400_42500_37302_1.jpg', '42400_42500_37302_2.jpg', '42400_42500_37302_3.jpg', '42400_42500_37302_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,3.4,14.08304522,100.6180172,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,15,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.0834949,100.6180702,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,42400,42500,691
177,"['42500_42600_37303_1.jpg', '42500_42600_37303_2.jpg', '42500_42600_37303_3.jpg', '42500_42600_37303_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,3.5,14.08394728,100.6180511,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,8,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.08439692,100.6181051,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,42500,42600,695
178,"['42600_42700_37304_1.jpg', '42600_42700_37304_2.jpg', '42600_42700_37304_3.jpg', '42600_42700_37304_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,3.6,14.08484969,100.6180938,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,8,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,1,1,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.08529861,100.618146,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,42600,42700,699
179,"['42700_42800_37305_1.jpg', '42700_42800_37305_2.jpg', '42700_42800_37305_3.jpg', '42700_42800_37305_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,3.7,14.08575083,100.6181193,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,8,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.08620086,100.618173,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,42700,42800,703
180,"['42800_42900_37306_1.jpg', '42800_42900_37306_2.jpg', '42800_42900_37306_3.jpg', '42800_42900_37306_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,3.8,14.08665314,100.6181538,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,8,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.08710264,100.6182097,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,42800,42900,707
181,"['42900_43000_37307_1.jpg', '42900_43000_37307_2.jpg', '42900_43000_37307_3.jpg', '42900_43000_37307_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,3.9,14.08755526,100.6181853,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,1,1,2,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.08800482,100.6182383,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,42900,43000,711
182,"['43000_43100_37308_1.jpg', '43000_43100_37308_2.jpg', '43000_43100_37308_3.jpg', '43000_43100_37308_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,4,14.08845711,100.6182198,,5962,1,3,1,1,1,1,1,1,4,2,19,13,11,2,5,1,2,2,2,1,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.08890689,100.6182719,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,43000,43100,715
183,"['43100_43200_37309_1.jpg', '43100_43200_37309_2.jpg', '43100_43200_37309_3.jpg', '43100_43200_37309_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,4.1,14.08935939,100.6182535,,5962,1,3,1,1,1,1,1,1,1,2,19,13,11,2,5,1,2,2,2,15,1,2,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.08980895,100.6183055,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,43100,43200,719
184,"['43200_43300_37310_1.jpg', '43200_43300_37310_2.jpg', '43200_43300_37310_3.jpg', '43200_43300_37310_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,4.2,14.09026135,100.618287,,5962,1,3,1,1,1,1,1,1,1,2,19,13,11,2,5,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.09071096,100.6183405,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,43200,43300,723
185,"['43300_43400_37311_1.jpg', '43300_43400_37311_2.jpg', '43300_43400_37311_3.jpg', '43300_43400_37311_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,4.3,14.09116337,100.618322,,5962,1,3,1,1,1,1,1,1,1,2,19,13,11,2,5,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.09161298,100.6183755,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,43300,43400,727
186,"['43400_43500_37312_1.jpg', '43400_43500_37312_2.jpg', '43400_43500_37312_3.jpg', '43400_43500_37312_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,4.4,14.09206492,100.6183553,,5962,1,3,1,1,1,1,1,1,1,2,19,13,11,2,5,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.09251529,100.6184007,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,43400,43500,731
187,"['43500_43600_37313_1.jpg', '43500_43600_37313_2.jpg', '43500_43600_37313_3.jpg', '43500_43600_37313_4.jpg']",staff_cu,08/12/2023,,1,202,0.1,4.5,14.09296722,100.6183729,,5962,1,3,1,1,1,1,1,1,1,2,19,13,11,2,5,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,2,1,5,5,2,6,4,1,1,111455,3,1,1,1,2,13,10,1,1,3,3,3,1,4,3,14.09341775,100.6184202,1,202,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡ - à¸›à¸£à¸°à¸•à¸¹à¸™à¹‰à¸³à¸žà¸£à¸°à¸­à¸´à¸™à¸—à¸£à¹Œ,43500,43600,735
