image_id,Carriageway,Upgrade cost,Motorcycle observed flow,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Curvature,Quality of curve,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Speed management / traffic calming,Pedestrian fencing,Vehicle parking,Sidewalk - passenger-side,Service road,School zone warning,School zone crossing supervisor
1879,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1435,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,6,2,4,3
658,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,17,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1549,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1547,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1965,1,2,1,1,1,1,1,1,13,13,11,1,6,1,15,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
681,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,8,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
696,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,8,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
719,1,3,1,1,1,1,1,2,19,13,11,2,5,2,2,2,15,1,2,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
723,1,3,1,1,1,1,1,2,19,13,11,2,5,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1784,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
555,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1054,1,2,1,1,1,1,3,2,13,13,11,1,1,1,1,2,12,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
308,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,12,1,3,3,12,1,7,3,4,4,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
78,1,3,2,1,1,1,4,2,11,11,7,1,6,1,12,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
157,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,3,12,1,7,3,4,4,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
506,1,3,1,1,1,1,6,2,13,13,11,1,2,1,2,1,12,1,3,1,12,1,7,3,1,4,1,3,1,1,2,1,1,7,1,1,1,3,1,2,1
82,1,3,1,1,1,1,4,2,11,11,7,1,6,1,12,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
2011,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1427,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,5,2,4,3
318,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
890,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
499,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,1,1,1,1,5,2,4,3
1051,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,2,2,1,3,2,1,1,6,1,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
720,1,3,1,1,1,1,1,2,19,13,11,2,5,2,2,2,15,1,2,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1409,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
83,1,3,1,1,1,1,4,2,11,11,7,1,6,1,12,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
537,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,12,1,3,3,12,1,7,3,1,3,1,3,1,1,2,7,3,7,1,1,1,3,2,4,3
1281,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,2,12,1,7,3,4,3,1,3,1,1,1,1,1,7,1,1,1,5,2,4,3
575,1,3,1,1,1,1,4,2,13,13,11,1,5,2,2,2,15,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
261,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
851,1,3,1,1,1,1,4,2,19,13,11,2,1,1,15,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1000,1,2,1,1,1,1,1,2,13,13,11,1,6,1,15,3,12,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
930,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,1,1,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
2022,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,1,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1336,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
281,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
639,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,15,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
372,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
347,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,12,1,7,3,1,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
882,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1086,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1663,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
515,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,3,1,2,1
856,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
192,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1839,1,1,1,1,1,1,1,1,13,13,11,1,2,1,2,2,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
396,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
466,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,5,2,4,3
857,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
248,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,3,2,4,3
1425,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,5,2,4,3
1022,1,2,1,1,1,1,1,2,13,13,11,1,1,1,12,2,15,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
1591,1,2,1,1,1,1,1,2,13,13,11,1,2,1,2,2,1,1,3,1,12,1,7,3,4,3,2,1,2,1,2,7,3,7,1,1,1,5,2,2,1
1615,1,2,1,1,1,1,3,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1363,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
501,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,2,1
8,1,3,1,1,1,1,1,2,11,11,7,1,6,1,13,1,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,2,2,1,4,3
1821,1,1,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
198,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
380,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,1,1,6,1,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
896,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1243,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,3,12,1,3,2,12,1,7,3,4,4,1,3,1,1,2,1,1,7,1,1,1,5,1,4,3
491,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,6,2,4,3
1108,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
560,1,2,1,1,1,1,1,2,13,13,11,1,5,2,2,2,15,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1689,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
1933,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1856,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
230,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
554,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,12,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1847,1,1,1,1,1,1,1,1,13,13,11,1,2,1,2,4,12,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
181,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1497,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
446,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,1,1,1,1,5,2,4,3
1255,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1274,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,2,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
362,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1464,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1457,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
289,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,13,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
558,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1396,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
387,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1119,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,3,12,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
929,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,1,1,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1696,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
384,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1945,1,2,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
37,1,3,3,1,1,1,4,2,11,11,7,1,6,1,12,2,11,1,3,3,12,1,7,3,1,4,1,3,1,1,2,5,1,7,1,1,1,2,1,4,3
2018,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
56,1,3,1,1,1,1,4,2,11,11,7,1,6,1,12,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
106,1,3,1,1,1,1,4,2,11,11,7,1,5,2,13,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
99,1,3,2,1,1,1,4,2,11,11,7,1,5,2,13,2,12,1,3,3,16,1,6,1,1,3,1,3,1,1,2,5,1,5,1,1,1,3,1,4,3
943,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,1,1,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,2,1,1,5,2,4,3
546,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,12,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1378,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
1656,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
979,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,2,12,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
716,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1155,1,2,1,1,1,1,4,2,13,13,11,1,2,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1769,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1150,1,2,1,1,1,1,4,2,13,13,11,1,2,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1536,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,15,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
447,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,1,1,1,1,5,2,4,3
1484,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1452,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
425,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1807,1,1,1,1,1,1,4,2,13,13,11,1,1,1,15,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
147,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,2,12,1,3,3,1,1,6,1,1,4,1,3,1,1,2,1,1,1,1,1,1,2,2,4,3
1346,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
657,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,17,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1630,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1633,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
970,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,4,12,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,2,1,1,5,2,4,3
1681,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
1300,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,3,12,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
14,1,3,2,1,1,1,4,2,11,11,7,1,6,1,1,2,12,1,3,3,1,2,4,1,1,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
908,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
988,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,3,12,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
938,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,2,1,1,5,2,4,3
180,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
177,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
68,1,3,2,1,1,1,4,2,11,11,7,1,6,1,12,2,11,1,3,3,12,1,7,3,1,4,1,3,1,1,2,1,1,7,1,1,1,2,1,4,3
1619,1,2,1,1,1,1,3,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1032,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
465,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,5,2,4,3
531,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,3,2,4,3
1084,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,1,1,7,1,1,1,5,2,4,3
1418,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
485,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
64,1,3,2,1,1,1,4,2,11,11,7,1,6,1,12,2,11,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
1483,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
475,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1020,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,1,12,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
866,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
215,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
239,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,17,1,3,3,1,1,6,1,4,4,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1026,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
1639,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1781,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1740,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,1,1,1,6,1,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
1817,1,1,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,3,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
481,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
278,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1102,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1531,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
162,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
578,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,15,1,2,2,12,1,7,3,4,3,1,3,1,1,2,1,1,7,2,1,1,5,2,4,3
924,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,15,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,2,1,1,5,2,4,3
1290,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,2,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
1701,1,1,1,1,1,1,3,2,13,13,11,1,1,1,1,2,15,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
329,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
385,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
935,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,1,1,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,2,1,1,5,2,4,3
810,1,3,1,1,1,1,4,2,19,13,11,2,1,2,1,2,2,2,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
609,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,1,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1208,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
359,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,13,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
184,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
